법률분류,기본질문,기본답변
파산면책>신청자격및관할법원등>신청자격(요건)>Ⅰ.파산신청권,파산은 어떤 사람들이 신청할 수 있나요?,"파산신청의 요건으로서 파산원인이 존재해야 하며, 파산원인이란 지급불능 즉, 채무자의 ‘ 변제능력이 부족하여 변제기가 도래한 채무를 일반적·계속적으로 변제할 수 없는 객관적 상태’에 있는 경우에 신청할 수 있습니다. 지급불능이란 반드시 채무자의 채무가 재산을 초과하는 채무초과상태를 의미하는 것은 아니며, 채무자의 재산, 노동력, 신용으로 채무를 변제하는 것이 객관적으로 불가능한 상태로서, 채무자의 연령, 직업, 기술, 건강, 재산 및 부채의 규모 등을 종합적으로 고려하여 판단합니다. 예를 들어 채무자가 직업이 있거나 나이가 젊고, 채무자가 부담하는 채무는 소액인 경우 채무자는 그러한 채무를 장래 일반적·계속적으로 변제할 수 있다고 판단되므로 지급불능으로 볼 수 없어 파산을 신청하기는 어렵다고 할 수 있을 것입니다."
파산면책>신청자격및관할법원등>신청자격(요건)>Ⅰ.파산신청권,파산을 신청할 수 있는자는?,채권자 또는 채무자는 파산신청을 할 수 있습니다. 채권자가 파산신청을 하는 때에는 그 채권의 존재 및 파산의 원인인 사실을 소명하여야 합니다.
파산면책>신청자격및관할법원등>신청자격(요건)>Ⅱ.파산능력및면책신청권,법인도 면책신청이 가능한가요,"면책신청은 파산선고를 받은 자연인만 신청할 수 있고, 법인은 신청할 수 없습니다."
파산면책>신청자격및관할법원등>타제도와의비교>Ⅰ.개인파산과타제도와의비교,개인파산이란 무엇인가요?,"파산이란 채무자의 채무가 재산을 초과하거나, 장래 이를 일반적·계속적으로 변제할 수 없는 경우, 채무자의 총재산을 모든 채권자에게 공평하게 변제할 것을 목적으로 하는 사법절차를 말하며, 그중 채무자가 법인 아닌 개인인 파산사건을 일반적으로 개인파산이라고 합니다. 개인파산은, 비영업자가 소비활동의 일환으로 변제능력을 초과하여 물품 등을 구입한 결과 자신의 모든 재산으로도 채무를 완제할 수 없어 이를 해결하고자 스스로 파산을 신청하는 ‘소비자파산’과, 개인사업자가 영업활동을 통하여 채무를 부담하고 파탄에 이르러 파산을 신청하는 ‘영업자파산’을 모두 포함합니다.  위와 같이 파산절차는 채무자의 총재산을 환가하여 이를 채권자들에게 평등하게 분배하는 것을 본래적인 목적으로 하는 청산절차이나, 개인파산의 경우 총재산을 환가하여 분배하는 절차비용을 충당할 재산이 없는 경우가 대부분이며, 법인의 경우와 달리(법인은 파산절차를 통해 법인격이 소멸됨) 파산이 종결 또는 폐지된다고 하여도, 사회경제의 주체로서 금융 및 소비생활을 계속하게 되므로 ‘성실하나 불운한’ 채무자를 구제하여 갱생을 도모하는 제도가 필요하게 되는데 이러한 제도가 바로 면책제도입니다. 결국 개인파산의 경우 채권자에 대한 평등한 배당 보다는 채무자의 책임을 면제하여 갱생을 도모하는데 실질적인 목적이 있다고 할 것입니다."
파산면책>신청자격및관할법원등>타제도와의비교>Ⅰ.개인파산과타제도와의비교,개인파산제도란?,"근래 봉급생활자, 주부, 학생 등 개인 가 신용카드사용 등 과도한 채무부담으로 인하여, 자신의 능력으로 채무를 변제하기 어려운 지급불능상태에 빠지는 일이 빈번히 발생하고 있다.  이러한 경우 채무자는, 법원에 자신의 모든 재산을 금전으로 환가 하여 채권자들에게배당하도록 파산신청을 할 수 있다. 다만, 파산신청의 목적은 채권자에 대한 변제에있는 것이 아니고, 채무자가 면책결정을 받아 채무를 면제받는 데 있으므로 파산신청후 별도의 면책신청도 하여야 한다.  이와 같이 개인파산은 채무자 스스로 자신을 파산자로 선고해 달라고 법원에 신청하는 것을 말한다. 이는 소비 생활에서의 과다한 신용카드사용, 신용대출, 빚보증 등으로 인해 감당할 수 없는 빚을 진 개인에 대하여 법적으로 구제해 주는 제도이다."
파산면책>신청자격및관할법원등>타제도와의비교>Ⅰ.개인파산과타제도와의비교,법인파산은 어떤 절차인가요?,법인파산이란법인이 자신의 재산으로 모든 채무를 변제할 수 없는 경우에 법원이 파산을 선고하고 법인의 재산을 현금화하여 채권자들에게 권리의 우선순위와 채권액에 따라 분배하는 절차입니다.이와 관련하여 서울화생법원 홈페이지에 관련 사항을 참고하시기 바랍니다.(버튼)https://slb.scourt.go.kr/rel/guide/corporation_b/index.jsp
파산면책>신청자격및관할법원등>타제도와의비교>Ⅰ.개인파산과타제도와의비교,상속재산의 파산신청,상속재산에 대하여 귀하는 상속인이므로 파산신청을 할 수 있습니다.  파산신청을 하는 때에는 파산의 원인인 사실을 소명하여야 합니다.
파산면책>신청자격및관할법원등>타제도와의비교>Ⅰ.개인파산과타제도와의비교,"신용회복 제도의 종류 및 개인회생, 개인 파산, 개인 워크아웃 제도의 상호 비교","현재 시행되고 있는 신용회복제도는 크게 개인파산, 개인회생, 개인워크아웃이 있습니다. 위 각 제도는 다음과 같은 구체적인 점에서 차이가 있습니다. ① 제도 운영주체에 있어서, 개인파산과 개인회생제도는 채무자 회생 및 파산에 관한 법률에 따라 법원이 재판을 통해 결정하는 방식으로 운영하고 있으나, 개인워크아웃은 금융감독위원회의 허가를 받아 설립된 신용회복위원회가 운영하고 있습니다. ② 제도가 적용될 채권자의 범위에 있어서도 개인파산과 개인회생제도는 제한이 없으나 개인워크아웃제도는 협약에 가입되어 있는 금융기관만을 그 대상으로 하고 있어 개인 간 채권관계나 사채업자들을 그 대상에서 제외하고 있습니다. ③ 제도를 이용할 채무자의 요건으로서, 개인파산의 경우 지급불능으로 인정된다면 채무액의 제한은 없으나 개인회생의 경우 지급불능 또는 그러한 염려가 있는 급여·영업·연금소득자로서 담보채무의 경우 15억원, 무담보채무의 경우 10억원 이하이어야 하고, 개인워크아웃의 경우 연체기간이 90일 이상이거나 연체정보가 등록된 자로 최저생계비 이상의 소득이 있거나 그 미만의 소득이 있더라도 채무상환이 가능하다고 인정된 채무자로서 5억원 이하의 채무를 부담하고 있는 경우에 한하고 있습니다. ④ 채무조정 내용에 있어서도 개인파산의 경우 전부 또는 일부면책을 받을 수 있으나 개인회생의 경우 원칙적으로 3년(예외적으로 5년) 동안 원금 일부를 변제하고 나머지를 면책 받을 수 있으며, 개인워크아웃의 경우 원칙적으로 이자 및 연체이자는 전액 감면을, 원금은 채무성격 및 변제 소요기간에 따라 최대 30~60%까지 감면을 받을 수 있습니다."
파산면책>신청자격및관할법원등>타제도와의비교>Ⅰ.개인파산과타제도와의비교,신용회복제도와 파산제도의 차이점은 어떻게 되나요?,개인워크아웃이라고 불리는 신용회복제도는 금융기관들이 상      호협약을 통해 협약가입 금융기관에 대한 채무만을 채무조정      대상으로 합니다. 따라서 사채와 같이 금융기관이 아닌 자와      사이에 발생한 채무는 신용회복제도의 구제대상이 되지 않습      니다. 무엇보다도 개인파산은 채무의 한도를 제한하지 않는 반      면에 신용회복제도는 일정 범위 내의 채무만을 그 대상으로 합      니다. 한편 개인파산은 채무전체를 면책함에 반하여 신용회복      제도는 면책범위에 제한이 있습니다.
파산면책>신청자격및관할법원등>타제도와의비교>Ⅰ.개인파산과타제도와의비교,일반적으로 파산절차는 어떻게 진행됩니까 ？,"일반적인 파산절차는 원칙적으로 채권자 또는 채무자의 신청에 의하여 개시되고, 그후 법원은 파산선고를 할지 여부를 심리하여 채무자에게 파산원인이 있다고 인정되면 파산선고를 합니다. 그리고 통상 법원은 파산선고와 동시에 파산관재인을 선임하여 파산관재인이 채무자의 모든 재산을 조사·관리하고 이를 금전으로 환가 하여 채권자 전원에게 배당하게 됩니다."
파산면책>신청자격및관할법원등>타제도와의비교>Ⅰ.개인파산과타제도와의비교,파산(자기파산)이란?,"채권자가 신청하는 파산절차에 비하여 채무자가 스스로 신청하는 파산을  파산(자기파산)신청이라고 합니다.  파산은 채무자의 재산이 거의 없어 파산절차 비용에도 충당할 수 없는 경우, 파산선고와 동시에 파산절차를 종료시키는 동시 폐지 결정을 하는 경우가 대부분입니다.면책결정은 파산절차 종료 전까지 신청을 하여 채무를 전부 내지 일부를 면제하는 결정입니다. 파산선고 후 면책결정을 받지 못하면 채무는 그대로 남고, 파산자로서 불이익만 받는 경우가 있습니다. 파산선고와 동시 파산절차를 종료시키는 경우에 면책결정 신청은 1개월 이내에 제출하면 가능합니다."
파산면책>신청자격및관할법원등>타제도와의비교>Ⅰ.개인파산과타제도와의비교,"파산과 개인회생, 개인워크아웃은 어떻게 다른가요?","파산은 원칙적으로 채무자의 재산을 환가하여 변제하는 절차이고, 파산절차가 종결되면 면책을 신청하여 채무를 변제할 책임을 면제받을 수 있는 제도로서, 채무자의 채무를 장래 일반적·계속적으로 변제할 수 없는 사람들이 이용할 수 있는 제도입니다. 그러나 개인회생제도는 채무자에게 일정한 수입이 있는 것을 전제로 하여 채무자가 원칙적으로 3년(최장 5년)간 원금의 일부를 변제하면 나머지를 면책받을 수 있는 제도입니다. 개인워크아웃도 개인회생제도와 같이 일정한 수입을 전제로 하나 ①원칙적으로 원금을 면책 받을 수 없는 점 ②운영주체가 법원이 아닌 신용회복위원회라는 점 ③채권자가 신용회복위원회의 협약가입 금융기관에 한하는 점 ④변제기간이 원칙적으로 8년인 점 등에 차이가 있습니다."
파산면책>신청자격및관할법원등>타제도와의비교>Ⅰ.개인파산과타제도와의비교,파산면책절차에서 채무자가 사망한 경우 처리절차는?,"파산절차의 진행 정도에 따라 달라지게 되는데 파산선고가 있기 전에 채무자가 사망한 경우 실무적으로는 상속인의 의사를 확인하여 그 진행 여부를 결정하고, 파산선고가 있은 후에 사망을 한 경우는 파산폐지 결정이 있는 경우가 아니라면 상속재산에 대하여 파산절차가 속행됩니다."
파산면책>신청자격및관할법원등>타제도와의비교>Ⅰ.개인파산과타제도와의비교,파산신청 후 상속개시,"파산절차는 상속재산에 대하여 속행되며, 파산선고는 상속재산 자체에 대해 내려집니다."
파산면책>신청자격및관할법원등>타제도와의비교>Ⅰ.개인파산과타제도와의비교,파산절차도 통상의 파산절차와 동일하게 진행됩니까？,"○  파산절차는 일반적 파산절차와는 달리 채권자가 파산신청을 하는 경우가 드물고 대부분 채무자 신청에 의하여 개시됩니다(이와 같이 채무자가 스스로 신청하는 파산을 「자기파산신청」이라고 합니다).또 채무자의 재산이 거의 없어 이를 금전으로 환가 하여도 파산절차의 비용에도 충당할 수 없으므로, 법원은 파산관재인을 선임함이 없이 파산선고와 동시에 파산절차를 종료시키는 동시폐지결정을 하고, 채무자의 재산을 관리하거나 금전으로 환가 하여 배당하는 절차는 행하여지지 않습니다."
파산면책>신청자격및관할법원등>타제도와의비교>Ⅰ.개인파산과타제도와의비교,파산절차란 어떠한 절차인가？,"○ 봉급생활자, 주부, 학생 등 개인 가 소비 활동의 일환으로 신용카드 등을 이용하여 상품을 구          입하거나 금전을 차용한 결과 발생한 채무가 자신의 변제능력으로 감당할 수 없게 되어 자신의 모든          재산을 충당하여도 모든 채무를 변제할 수 없는 지급불능상태에 빠진 경우에, 법원에서 채무자의 모          든 재산을 강제적으로 금전으로 환가 하여 채권자 전원에게 공평하게 배당하는 절차를 말합니다."
파산면책>채권자의이의등>채권자의이의제기>Ⅰ.면책신청에대한이의,채무자가 개인파산신청하여 면책결정을 받으려 하는데 채권자로서 이의신청하는 방법 문의,"면책을 신청한 자에 대하여 파산선고가 있는 때에는 법원은 기일을 정하여 파산채무자를 심문할 수 있고, 검사ㆍ파산관재인 또는 면책의 효력을 받을 파산채권자는 위 심문기일부터 30일(심문기일을 정하지 않은 경우에는 법원이 정하는 날) 이내에 면책신청에 관하여 법원에 이의를 신청할 수 있습니다. 다만, 법원은 상당한 이유가 있는 때에는 신청에 의하여 그 기간을 늘일 수 있으며, 이의신청을 하는 때에는 법 제564조제1항 각호의 면책불허가사유를 소명하여야 합니다."
파산면책>채권자의이의등>채권자의이의제기>Ⅰ.면책신청에대한이의,채무자가 파산면책신청을 하여 면책을 하려하는데 채권자는 이의를 제기하라는 우편이 왔습니다. 파산면책되면 채권을 회수할 수 없게 되므로 이의 신청을 하고 싶은데 어떻게 해야하는 건가요?,"☞ 면책에 대한 이의신청은 채권이 있고 이를 변제받고 싶다는 내용만으로는 안 되며 적극적으로 면책불허가 사유가 있음을 주장하는 것이어야 합니다.채무자 회생 및 파산에 관한 법률(법 제564조 제1항 각호)이 규정하고 있는 면책불허가 사유에는1. 채무자가 제650조(사기파산죄)ㆍ제651조(과태파산죄)ㆍ제653조(구인불응죄)ㆍ제656조(파산증뢰죄) 또는 제658조(설명의무위반죄)의 죄에 해당하는 행위가 있다고 인정하는 때2. 채무자가 파산선고 전 1년 이내에 파산의 원인인 사실이 있음에도 불구하고 그 사실이 없는 것으로 믿게 하기 위하여 그 사실을 속이거나 감추고 신용거래로 재산을 취득한 사실이 있는 때3. 채무자가 허위의 채권자목록 그 밖의 신청서류를 제출하거나 법원에 대하여 그 재산상태에 관하여 허위의 진술을 한 때4. 채무자가 면책의 신청 전에 이 조에 의하여 면책을 받은 경우에는 면책허가결정의 확정일부터 7년이 경과되지 아니한 때, 제624조(면책결정)에 의하여 면책을 받은 경우에는 면책확정일부터 5년이 경과되지 아니한 때5. 채무자가 이 법에 정하는 채무자의 의무를 위반한 때6. 채무자가 과다한 낭비ㆍ도박 그 밖의 사행행위를 하여 현저히 재산을 감소시키거나 과대한 채무를 부담한 사실이 있는 때 등이 있습니다. 파산 면책 제도는 변제할 능력이 없는 과다한 채무를 진 채무자에게 경제적인 갱생의 길을 열어주기 위해 법이 특별히 마련한 제도이므로 면책불허가 사유에 해당하지 않으면서 단지 상대방이 파산, 면책되면 채권을 회수 할 수 없다는 사정만으로는 이의신청이 받아들여지기 어렵습니다."
파산면책>채권자의이의등>채권자의이의제기>Ⅰ.면책신청에대한이의,파산채권자로서 다른 채권자의 채권에 이의가 있는 경우 불복방법이 있는지,"채무자 회생 및 파산에 관한 법률은 채무자, 신고한 파산채권자 또는 그 대리인이 채권조사기일에 출석하여 의견을 진술할 수 있도록 하고 있는데(동법 제451조), 파산채권자는 위 조사기일에 다른 파산채권에 대하여 이의가 있다는 의견을 진술할 수 있습니다."
파산면책>채권자의이의등>채권자의이의제기>Ⅱ.개인파산채권자집회,"파산, 면책 절차가 진행중인데 언제 법원에 가야하나요?,법원에 나간적이   없는데, 파산선고가 났어요.&nbsp;심문기일이 잡히면 법원에서 전화가 오나요?, 어떻게 알 수 있죠?","과거 파산법하에서는 필요적 심문이라서 반드시 심문을 거쳐야 했으나, 현 통합도산법하에서는 임의적 심문이므로 서면심리만으로 파산,면책이 선고가 날 수 있습니다. 현재 90%이상이 서면심사만으로 면책결정이 나고 있습니다. 파산심문기일이 잡히면 일단 서면으로 심문기일통지서가 가고, 송달불능시에만 신청서에 기재된 연락처로 전화통지를 합니다.채권자집회기일은 보통 의견청취기일과 같이 열리는데 파산신청인(채무자)은 반드시 참석해야 합니다.(특별한 사유 없이 불출석하는 경우 면책이 되지 않을 수도 있습니다.) 파산관재인은 채무자의 재산, 소득 관계, 면책 불허가 사유 유무 등을 조사한 후 채권자집회 및 의견청취기일에 출석하여 조사결과를 보고합니다. "
파산면책>파산선고및불복방법>각하.기각결정및불복방법>Ⅱ.기각결정,파산신청 기각결정,1. 신청인이 절차의 비용을 미리 납부하지 아니한 때 2. 법원에 회생절차 또는 개인회생절차가 계속되어 있고 그 절차에 의함이 채권자 일반의 이익에 부합하는 때 3. 채무자에게 파산원인이 존재하지 아니한 때 4. 신청인이 소재불명인 때 5. 그 밖에 신청이 성실하지 아니한 때 6. 파산신청이 파산절차의 남용에 해당한다고 법원이 인정하는 때
파산면책>파산선고및불복방법>각하.기각결정및불복방법>Ⅱ.기각결정,파산신청 기각사유로 규정하고 있는 '신청이 성실하지 아니한 때'란?,"채무자 회생 및 파산에 관한 법 제309조 제1항 제5호가 파산신청 기각사유로 규정하고 있는 '신청이 성실하지 아니한 때'란 채무자가 법 제302조 제1항에 정한 신청서의 기재사항을 누락하였거나 법 제302조 제2항 및 채무자 회생 및 파산에 관한 규칙 제72조에 정한 첨부서류를 제출하지 아니하였고, 이에 대하여 법원이 보정을 촉구하였음에도 채무자가 정당한 사유 없이 응하지 아니한 경우를 말하는 것입니다."
파산면책>파산선고및불복방법>각하.기각결정및불복방법>Ⅱ.기각결정,파산신청시 채권자목록에 송달 가능한 주소지가 기재되지 않았다는 이유만으로 파산신청 기각이 가능한지 여부,이 경우 파산신청이 불성실한 경우로 단정할 수 없기에 그러한 사유만으로는 파산신청 기각결정이 내려지지 않을 것으로 보여집니다.
파산면책>파산선고및불복방법>파산선고로인한효력및불이익>Ⅰ.파산선고의효력,파산 및 면책 신청을 하면 압류나 추심이 중지되나요?,"면책신청이 있고, 파산폐지결정의 확정 또는 파산종결결정이 있는 때에는 면책신청에 관한 재판이 확정될 때까지 채무자의 재산에 대하여 파산채권에 기한 강제집행?가압류 또는 가처분을 할 수 없고, 채무자의 재산에 대하여 파산선고 전에 이미 행하여지고 있던 강제집행?가압류 또는 가처분은 중지됩니다.      면책결정이 확정된 때에는 위 규정에 의하여 중지한 절차는 그 효력을 잃게 됩니다."
파산면책>파산선고및불복방법>파산선고로인한효력및불이익>Ⅰ.파산선고의효력,파산신청을 하면 압류나 추심이 중지되나요?,"파산신청을 하였다는 이유로 가압류, 가처분 또는 강제집행이 중지되는 것은 아닙니다. 한편 파산선고로 파산절차가 개시되면 개별적인 강제집행을 할 수 없지만 개인파산은 파산선고와 동시에 파산절차가 폐지되는 것이 대부분이므로 강제집행 등이 중지되지 않습니다. 실무상 파산신청이 되면 추심독촉이 줄어든 것을 알 수 있지만 이는 채권자가 추심을 자제하기 때문이고, 법률상 금지되는 것은 아닙니다. 다만 통합 도산법이 시행된 2006. 4. 1. 이후에 신청된 면책사건에 대해서는 면책절차중에 가압류, 가처분 또는 강제집행이 중지됩니다."
파산면책>파산선고및불복방법>파산선고로인한효력및불이익>Ⅰ.파산선고의효력,파산을 신청하면 진행 중인 경매절차가 중지되나요?,개인파산과 강제경매강제경매란 쉽게 말해서 채권자가 소송을 통해서 판결을 받고 채무자의 부동산 등에 경매를 진행하는 경우를 말합니다. 개인파산신청을 하여 법원에서 파산선고를 하게 되면 모든 강제집행은 중지가 됩니다. 그리고 파산선고와 동시에 파산재단이 구성이 되고 파산관재인이 선임이 됩니다. 파산절차를 신속하게 진행하고 해당 주택가격의 하락을 방지하기 위해 실무에서는 대부분 기존 강제경매를 속행을 시킵니다.개인파산과 임의경매임의경매란 부동산 등에 근저당권이 설정된 경우입니다. 근저당권은 별제권으로 개인파산과는 별도로 변제를 해야 합니다. 이 경우 임의경매는 계속 진행이 되며 임의경매 후에 별제권자가 채권을 배당받고 돈이 남는 경우에는 그 돈은 파산재단에 속하게 되며 파산관재인은 이를 파산채권자들에게 배당하게 됩니다.
파산면책>파산선고및불복방법>파산선고로인한효력및불이익>Ⅰ.파산선고의효력,파산을 신청하면 채권자의 압류 등 강제집행을 막을 수 있나요?,"파산을 신청하여 파산이 선고되면 원칙적으로 파산채권의 개별적 권리행사가 금지되고, 이미 계속 중인 강제집행 등은 실효되어 압류 등 강제집행은 불가능합니다. 그러나 이러한 효과는 파산 당시 채무자의 재산을 동결시켜 이를 환가하기 위한 것이므로, 파산 절차비용의 부족으로 파산절차가 폐지되는 경우(개인파산에 있어서는 대부분 동시폐지결정이 내려짐) 환가절차를 거치지 않은 채 파산절차가 종료되므로 개별적 권리행사가 가능하게 되고 결국 면책신청을 통해 면책결정이 확정되기 전까지는 이론적으로는 채권자의 강제집행을 막을 수 없다고 할 수 있습니다.  그러나 통합도산법은, 면책신청이 있고, 파산폐지결정의 확정이 있는 때에는, 면책신청에 관한 재판이 확정될 때까지 채무자의 재산에 대하여 파산채권에 기한 강제집행 등을 할 수 없고, 이미 진행 중인 강제집행 등은 중지된다는 규정(채무자 회생 및 파산에 관한 법률 제557조 제1항)을 신설하여 면책심리 진행 중에도 채권자가 강제집행을 할 수 없도록 하였습니다. 결국 파산신청시부터 파산선고시까지를 제외하고 파산선고시부터 면책결정 확정시까지 채권자의 강제집행을 막을 수 있다고 할 것입니다."
파산면책>파산선고및불복방법>파산선고로인한효력및불이익>Ⅱ.파산선고의불이익,개인파산의 효과와 면책불허가 사유,"1. 개인 채무자가 파산선고를 받더라도 선거권과 피선거권을 상실하    는 것은 아니지만 법률상 일정한 자격제한을 받게 됩니다. 예컨대    파산자는 공무원, 변호사, 후견인, 유언집행자, 변리사, 공인회계    사, 공증인, 법인이사 등이 될 수 없습니다. 파산자는 이러한 법률    상의 제한 이외에도 파산선고 후 면책 불허가 결정을 받거나 일부    면책 허가를 받았을 경우에는 파산자의 신원증명업무를 관장하는    본적지 시·구·읍·면장에게 통지되어 파산선고사실이 신원증명서    에 신원증명사항의 하나로 기재되어 금융기관 거래와 취직 등 일    상생활의 면에서 여러 가지 사회적 평가상의 불이익을 받게 되므    로 파산신청을 하기 전에 개인워크아웃 또는 개인회생절차 등을    먼저 검토하여 보는 것이 좋을 것으로 생각 됩니다. 2. 면책 불허가 사유    가. 채무자가 자기 재산을 숨기거나 다른 사람 명의로 바꾸거나 헐         값에 팔아버린 행위    나. 채무자가 채무를 허위로 증가시키는 행위    다. 채무자가 과다한 낭비 또는 도박 등을 하여 현저히 재산을 감소         시키거나 과대한 채무를 부담하는 행위    라. 채무자가 신용거래로 구입한 상품을 현저히 불리한 조건으로         처분하는 행위    마. 채무자가 채무자의 의무에 속하지 않거나 그 방법 또는 시기가         채무자의 의무에 속하지 않는데도 일부 채권자에게만 변제하거         나 담보를 제공하는 행위(아직 변제기가 도래하지 않은 일부         채권자에게만 변제하거나 원래 대물변제 약정이 없는데도 일부         채권자에게만 대물변제를 한 행위를 포함)    바. 채무자가 허위의 채권자목록을 제출하거나 법원에 대하여 그         재산상태에 관하여 허위의 진술을 하는 행위"
파산면책>파산선고및불복방법>파산선고로인한효력및불이익>Ⅱ.파산선고의불이익,"저는 40대 초반의 여성으로서 남편의 사업 실패로 인한 생활비 부족으로 신용카드를 발급받아 사용하면서 부채가 증대되었고 이후 남편까지 사망하여 현재 식당에서 홀 써빙을 하면서 초등학교, 중학교에 재학중인 자녀들과 근근이 생계를 유지하고 있어 파산을 신청하고자 합니다. 그런데 사람들의 말에 의하면 파산을 할 경우 가족관계증명서에 빨간 줄이 가서 평생 파산자로 낙인찍혀 금융기관도 전혀 이용할 수 없고 주소도 함부로 옮길 수 없으며, 자녀들에게도 영향이 있다고 합니다. 파산을 하면 어떤 불이익이 있으며 정말 가족관계증명서에 파산자로 기재가 되는지요?","파산을 선고받을 경우 민법 등 개별 법률에 의하여 다음과 같은 법률상 불이익이 있습니다. 첫째, 사법상의 불이익으로서 민법상 후견인, 유언집행자, 신탁법상 수탁자가 될 수 없고, 상법상 합명회사, 합자회사 사원의 퇴사원인이 되고, 주식회사, 유한회사의 이사의 경우 위임관계가 종료되어 당연 퇴임하게 됩니다. 둘째, 공법상 불이익으로서 공무원, 변호사, 공증인, 공인회계사, 공인노무사, 세무사, 변리사, 국공립·사립학교 교수, 전임강사 및 교사, 증권거래소 임원, 상장법인의 상근감사,  등이 될 수 없거나, 그 직을 계속 수행할 수 없습니다. 그러나 위와 같은 신분상의 공·사법상 제한은 복권이 되면 없어지며, 면책 결정이 확정되면 당연히 복권이 됩니다.한편 과거 의사, 한의사, 간호사, 약사, 건축사 등에 대한 자격제한은 해당 법률의 개정으로 삭제되어 파산선고를 받더라도 결격사유에 해당되지 않습니다. 그러나 공인중개사의 경우 자격제한은 없으나 복권되지 않은 경우 중개사무소 개설등록을 할 수 없고 소속공인중개사 또는 중개보조원이 될 수 없습니다.신원증명사항과 관련하여, 개인파산 및 면책신청사건의 처리에 관한 예규 제6조 제1항은 “법원은 개인인 채무자에 대하여 다음 각호의 사유가 있는 때에는 채무자의 신원증명업무 관장자인 등록기준지 시(구가 설치된 시에 있어서는 구)·읍·면의 장에게 그 사실을 통보하여야 한다. 다만 제2호 내지 제4호의 사실은 제1호의 사실이 통보된 채무자에 한하여 통보한다.1.파산선고가 확정된 때. 다만 채무자가 법 제556조제1항에 따른 면책신청을 하거나 동조제3항에 따라 면책신청을 한 것으로 보는 경우에는 그 면책신청이 각하·기각되거나 면책불허가결정이 내려지거나 면책취소의 결정이 확정된 때에 한하여 통보한다. 2.법 제574조제1항 제1· 2호의 사유가 발생된 때 3.복권결정이 확정된 때4.면책취소의 결정이 확정된 때“라고 규정하고 있어 여러 가지 사회적 평가 상의 불이익을 받을 소지를 줄였습니다. 금융기관과의 거래와 관련하여, 파산을 선고받아 면책결정이 확정된 경우 법원은 전국은행연합회장에게 사건번호, 채무자의 성명 및 주민등록번호 등을 통보하고(동 예규 제5조), 전국은행연합회는 채무자의 기존 연체등록정보(구 신용불량정보)를 공공정보로 변경 등록하고(신용정보관리규약 제11조 제1항 제8호), 등록사유 발생일로부터 5년간 공공정보를 1201 코드로 관리하게 됩니다. 특수기록정보 등록자라고 하더라도 일반적인 통장개설은 가능하며, 최근에는 체크카드의 발급도 가능하게 되었습니다. 그러나 신용카드 발급이나 대출 등 신용거래는 각 금융기관이 개별적으로 정할 내용으로서 일반적으로 다시 신용이 발생하기 전까지는 어렵다고 볼 수 있습니다. 결론적으로 ①파산을 선고받더라도 면책결정이 확정될 경우 가족관계등록부나 신원증명사항에 어떠한 기재도 하지 않으며, 만일 면책결정을 받지 못하더라도 가족관계등록관서가 관리하고 있는 신원증명사항에 기재될 뿐, 가족관계등록부에 직접 파산자로 기재되지는 않고 ②금융기관 이용과 관련하여 특수기록정보 등록자로서 신용거래는 불가능할 것으로 보이나 일반적인 통장개설 등의 금융기관 이용이 제한 당하지는 않으며 ③파산 및 면책으로 인한 불이익은 신청 당사자에게만 효력이 있으므로, 자녀들에게 불이익이 발생하는 일은 없습니다. "
